EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITUDE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH,METADATA_VERSION,METADATA_RELEASE_DATE
EIN-00-2079091,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.7137786|41.0347704000001,3000.0,361190086023000.0,Block 3000,U,10162.0,U,S,2.0,88.0,36.0,119.0,8602.0,36119008602.0,Census Tract 86.02,NY,Westchester County,New York,1989,"PURCHASE,NY,10577-0000","10577, PURCHASE, NEW YORK",-73.7137786,41.0347704000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2113175,184.0,17460.0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.2430405|41.726709,1011.0,390852045001011.0,Block 1011,U,17668.0,U,S,0.0,0.0,39.0,85.0,204500.0,39085204500.0,Census Tract 2045,OH,Lake County,Ohio,1989,"PAINESVILLE,OH,44077-3995","44077-3995, PAINESVILLE, OHIO",-81.2430405,41.726709,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124668,515.0,21140.0,"Elkhart-Goshen, IN","Elkhart-Goshen, IN Metro Area",M1,-85.827515|41.5755446000001,1049.0,180390001001049.0,Block 1049,U,26794.0,U,S,17.0,38.0,18.0,39.0,400.0,18039000400.0,Census Tract 4,IN,Elkhart County,Indiana,1989,"GOSHEN,IN,46526-0027","46526, GOSHEN, INDIANA",-85.827515,41.5755446000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124682,515.0,47700.0,"Warsaw, IN","Warsaw, IN Micro Area",M2,-85.8579599999999|41.2377950000001,2036.0,180859619002036.0,Block 2036,U,91999.0,U,S,9.0,19.0,18.0,85.0,961900.0,18085961900.0,Census Tract 9619,IN,Kosciusko County,Indiana,1989,"WARSAW,IN,46580-0000","46580, WARSAW, INDIANA",-85.8579599999999,41.2377950000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124723,258.0,23060.0,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.1399415|41.079321,1016.0,180030012001016.0,Block 1016,U,31087.0,U,S,0.0,0.0,18.0,3.0,1200.0,18003001200.0,Census Tract 12,IN,Allen County,Indiana,1989,"FORT WAYNE,IN,46802-2311","46802-2311, FORT WAYNE, INDIANA",-85.1399415,41.079321,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124729,258.0,23060.0,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.1399415|41.079321,1016.0,180030012001016.0,Block 1016,U,31087.0,U,S,0.0,0.0,18.0,3.0,1200.0,18003001200.0,Census Tract 12,IN,Allen County,Indiana,1989,"FT WAYNE,IN,46802-2311","46802-2311, FORT WAYNE, INDIANA",-85.1399415,41.079321,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124765,370.0,33100.0,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.0774|26.4615700000001,1003.0,120990068021003.0,Block 1003,U,56602.0,U,S,11.0,30.0,12.0,99.0,6802.0,12099006802.0,Census Tract 68.02,FL,Palm Beach County,Florida,1989,"DELRAY BEACH,FL,33444-0000","33444, DELRAY BEACH, FLORIDA",-80.0774,26.4615700000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124783,,21780.0,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030.0,181630018001030.0,Block 1030,U,28333.0,U,S,0.0,0.0,18.0,163.0,1800.0,18163001800.0,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47704-0000","47704, EVANSVILLE, INDIANA",-87.5674205,37.9746561000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124785,294.0,35220.0,"New Castle, IN","New Castle, IN Micro Area",M2,-85.369572|39.93129,2014.0,180659760002014.0,Block 2014,U,62137.0,U,S,1.0,4.0,18.0,65.0,976000.0,18065976000.0,Census Tract 9760,IN,Henry County,Indiana,1989,"NEW CASTLE,IN,47362-4203","47362-4203, NEW CASTLE, INDIANA",-85.369572,39.93129,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124948,515.0,43780.0,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.252058|41.67567,1026.0,181410017001026.0,Block 1026,U,83116.0,U,S,0.0,0.0,18.0,141.0,1700.0,18141001700.0,Census Tract 17,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-1804","46601-1804, SOUTH BEND, INDIANA",-86.252058,41.67567,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2125173,258.0,23060.0,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-84.856599|41.125068,4032.0,180030109004032.0,Block 4032,R,,,S,3.0,7.0,18.0,3.0,10900.0,18003010900.0,Census Tract 109,IN,Allen County,Indiana,1989,"WOODBURN,IN,46797-9999","46797-9999, WOODBURN, INDIANA",-84.856599,41.125068,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2125225,258.0,23060.0,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.138641|41.079366,2006.0,180030013002006.0,Block 2006,U,31087.0,U,S,5.0,8.0,18.0,3.0,1300.0,18003001300.0,Census Tract 13,IN,Allen County,Indiana,1989,"FT WAYNE,IN,46802-2405","46802-2405, FORT WAYNE, INDIANA",-85.138641,41.079366,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2125277,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.50589|41.68102,3019.0,180890201003019.0,Block 3019,U,16264.0,U,S,15.0,33.0,18.0,89.0,20100.0,18089020100.0,Census Tract 201,IN,Lake County,Indiana,2000,"WHITING,IN,46394","46394, WHITING, INDIANA",-87.50589,41.68102,Postal,100.0,M,0.0,2024-06-24
EIN-00-2125414,,21780.0,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030.0,181630018001030.0,Block 1030,U,28333.0,U,S,0.0,0.0,18.0,163.0,1800.0,18163001800.0,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47701-0000","47701, EVANSVILLE, INDIANA",-87.5674205,37.9746561000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2125489,515.0,43780.0,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.2520985|41.677551,1022.0,181410017001022.0,Block 1022,U,83116.0,U,S,0.0,0.0,18.0,141.0,1700.0,18141001700.0,Census Tract 17,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-1608","46601-1608, SOUTH BEND, INDIANA",-86.2520985,41.677551,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2125895,294.0,26900.0,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area",M1,-86.1620626|39.7577599000001,1129.0,180973910011129.0,Block 1129,U,41212.0,U,S,0.0,0.0,18.0,97.0,391001.0,18097391001.0,Census Tract 3910.01,IN,Marion County,Indiana,1989,"INDIANAPOLIS,IN,46225-1397","46225, INDIANAPOLIS, INDIANA",-86.1620626,39.7577599000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2126048,,21780.0,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030.0,181630018001030.0,Block 1030,U,28333.0,U,S,0.0,0.0,18.0,163.0,1800.0,18163001800.0,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47701-0000","47701, EVANSVILLE, INDIANA",-87.5674205,37.9746561000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2126250,,21780.0,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5673|37.974789,1030.0,181630018001030.0,Block 1030,U,28333.0,U,S,0.0,0.0,18.0,163.0,1800.0,18163001800.0,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47702-0207","47702-0207, EVANSVILLE, INDIANA",-87.5673,37.974789,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2126295,294.0,26900.0,"Indianapolis-Carmel-Anderson, IN","Indianapolis-Carmel-Anderson, IN Metro Area",M1,-86.161032|39.761451,1106.0,180973910011106.0,Block 1106,U,41212.0,U,S,2.0,6.0,18.0,97.0,391001.0,18097391001.0,Census Tract 3910.01,IN,Marion County,Indiana,1989,"INDPLS,IN,46206-0686","46206-0686, INDIANAPOLIS, INDIANA",-86.161032,39.761451,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2127987,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.703095|41.6933350000001,2017.0,170317403002017.0,Block 2017,U,16264.0,U,S,14.0,32.0,17.0,31.0,740300.0,17031740300.0,Census Tract 7403,IL,Cook County,Illinois,1989,"CHICAGO,IL,60655-3389","60655, CHICAGO, ILLINOIS",-87.703095,41.6933350000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2128109,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.809709190126|41.7858610904338,4012.0,170318203004012.0,Block 4012,U,16264.0,U,S,33.0,123.0,17.0,31.0,820300.0,17031820300.0,Census Tract 8203,IL,Cook County,Illinois,1989,"SUMMIT,IL,60501-1698","60501, SUMMIT, ILLINOIS",-87.809709190126,41.7858610904338,PostalLoc,100.0,M,0.0,2024-06-24
EIN-00-2128127,,31740.0,"Manhattan, KS","Manhattan, KS Metro Area",M1,-96.574851|39.199527,4001.0,201610005004001.0,Block 4001,U,53848.0,U,S,181.0,375.0,20.0,161.0,500.0,20161000500.0,Census Tract 5,KS,Riley County,Kansas,1989,"MANHATTAN,KS,66502-4555","66502-4555, MANHATTAN, KANSAS",-96.574851,39.199527,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2128150,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.597711|41.795991,2007.0,170314106002007.0,Block 2007,U,16264.0,U,S,10.0,47.0,17.0,31.0,410600.0,17031410600.0,Census Tract 4106,IL,Cook County,Illinois,1989,"CHICAGO,IL,60615-5193","60615-5193, CHICAGO, ILLINOIS",-87.597711,41.795991,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2128491,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.624522|41.88024,1038.0,170313204001038.0,Block 1038,U,16264.0,U,S,0.0,0.0,17.0,31.0,320400.0,17031320400.0,Census Tract 3204,IL,Cook County,Illinois,1989,"CHICAGO,IL,60603-6001","60603-6001, CHICAGO, ILLINOIS",-87.624522,41.88024,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2128585,,45300.0,"Tampa-St. Petersburg-Clearwater, FL","Tampa-St. Petersburg-Clearwater, FL Metro Area",M1,-82.53861|27.9680100000001,1012.0,120579806001012.0,Block 1012,U,86599.0,U,S,0.0,0.0,12.0,57.0,980600.0,12057980600.0,Census Tract 9806,FL,Hillsborough County,Florida,1989,"TAMPA,FL,33623-0000","33623, TAMPA, FLORIDA",-82.53861,27.9680100000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2128870,198.0,18140.0,"Columbus, OH","Columbus, OH Metro Area",M1,-83.0543|40.0071800000001,1014.0,390490064301014.0,Block 1014,U,19234.0,U,S,33.0,91.0,39.0,49.0,6430.0,39049006430.0,Census Tract 64.30,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43221-0000","43221, COLUMBUS, OHIO",-83.0543,40.0071800000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2129543,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.63245|41.8842500000001,1040.0,170318391001040.0,Block 1040,U,16264.0,U,S,0.0,0.0,17.0,31.0,839100.0,17031839100.0,Census Tract 8391,IL,Cook County,Illinois,1989,"CHICAGO,IL,60693-0000","60693, CHICAGO, ILLINOIS",-87.63245,41.8842500000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2130134,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.6891105|41.484762,1028.0,170318302021028.0,Block 1028,U,16264.0,U,S,87.0,222.0,17.0,31.0,830202.0,17031830202.0,Census Tract 8302.02,IL,Cook County,Illinois,1989,"PARK FOREST,IL,60466-1619","60466-1619, PARK FOREST, ILLINOIS",-87.6891105,41.484762,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2131133,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.5804085|41.760936,1005.0,170314309001005.0,Block 1005,U,16264.0,U,S,23.0,59.0,17.0,31.0,430900.0,17031430900.0,Census Tract 4309,IL,Cook County,Illinois,1989,"CHICAGO,IL,60649-3119","60649-3119, CHICAGO, ILLINOIS",-87.5804085,41.760936,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124660,,,,,,-84.8116699999999|40.2021050000001,2026.0,181359516002026.0,Block 2026,U,89515.0,U,S,32.0,34.0,18.0,135.0,951600.0,18135951600.0,Census Tract 9516,IN,Randolph County,Indiana,1989,"UNION CITY,IN,47390-1399","47390, UNION CITY, INDIANA",-84.8116699999999,40.2021050000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124644,,21780.0,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030.0,181630018001030.0,Block 1030,U,28333.0,U,S,0.0,0.0,18.0,163.0,1800.0,18163001800.0,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47701-0000","47701, EVANSVILLE, INDIANA",-87.5674205,37.9746561000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124641,,21780.0,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030.0,181630018001030.0,Block 1030,U,28333.0,U,S,0.0,0.0,18.0,163.0,1800.0,18163001800.0,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47702-0000","47702, EVANSVILLE, INDIANA",-87.5674205,37.9746561000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2119011,184.0,15940.0,"Canton-Massillon, OH","Canton-Massillon, OH Metro Area",M1,-81.374679|40.797954,2050.0,391517001002050.0,Block 2050,U,13375.0,U,S,0.0,0.0,39.0,151.0,700100.0,39151700100.0,Census Tract 7001,OH,Stark County,Ohio,1989,"CANTON,OH,44702-1403","44702-1403, CANTON, OHIO",-81.374679,40.797954,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2116089,534.0,45780.0,"Toledo, OH","Toledo, OH Metro Area",M1,-83.5732485|41.685183,2002.0,390950006022002.0,Block 2002,U,87868.0,U,S,0.0,0.0,39.0,95.0,602.0,39095000602.0,Census Tract 6.02,OH,Lucas County,Ohio,1989,"TOLEDO,OH,43612-1003","43612-1003, TOLEDO, OHIO",-83.5732485,41.685183,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2117117,184.0,17460.0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.674379|41.501691,2004.0,390351077012004.0,Block 2004,U,17668.0,U,S,0.0,0.0,39.0,35.0,107701.0,39035107701.0,Census Tract 1077.01,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44115-2405","44115-2405, CLEVELAND, OHIO",-81.674379,41.501691,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2117265,184.0,17460.0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.67517|41.491795,1002.0,390359801001002.0,Block 1002,U,17668.0,U,S,0.0,0.0,39.0,35.0,980100.0,39035980100.0,Census Tract 9801,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44101-0000","44101, CLEVELAND, OHIO",-81.67517,41.491795,Postal,100.0,M,0.0,2024-06-24
EIN-00-2117561,184.0,17460.0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.69075|41.504733,2005.0,390351071012005.0,Block 2005,U,17668.0,U,S,0.0,0.0,39.0,35.0,107101.0,39035107101.0,Census Tract 1071.01,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44193-0001","44193-0001, CLEVELAND, OHIO",-81.69075,41.504733,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2117594,534.0,22300.0,"Findlay, OH","Findlay, OH Micro Area",M2,-83.65288|41.0357050000001,3018.0,390630009023018.0,Block 3018,U,29737.0,U,S,10.0,24.0,39.0,63.0,902.0,39063000902.0,Census Tract 9.02,OH,Hancock County,Ohio,1989,"FINDLAY,OH,45840-0000","45840, FINDLAY, OHIO",-83.65288,41.0357050000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2117793,184.0,11780.0,"Ashtabula, OH","Ashtabula, OH Micro Area",M2,-80.782902|41.863734,1028.0,390070007041028.0,Block 1028,U,3466.0,U,S,0.0,0.0,39.0,7.0,704.0,39007000704.0,Census Tract 7.04,OH,Ashtabula County,Ohio,1989,"ASHTABULA,OH,44004-6928","44004-6928, ASHTABULA, OHIO",-80.782902,41.863734,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2117799,534.0,45780.0,"Toledo, OH","Toledo, OH Metro Area",M1,-83.53626|41.6538100000001,1036.0,390950028001036.0,Block 1036,U,87868.0,U,S,0.0,0.0,39.0,95.0,2800.0,39095002800.0,Census Tract 28,OH,Lucas County,Ohio,1989,"TOLEDO,OH,43603-9999","43603, TOLEDO, OHIO",-83.53626,41.6538100000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2117802,370.0,33100.0,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.0774|26.4615700000001,1003.0,120990068021003.0,Block 1003,U,56602.0,U,S,11.0,30.0,12.0,99.0,6802.0,12099006802.0,Census Tract 68.02,FL,Palm Beach County,Florida,1989,"DELRAY BEACH,FL,33444-7052","33444, DELRAY BEACH, FLORIDA",-80.0774,26.4615700000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2117934,233.0,24060.0,"Glenwood Springs, CO","Glenwood Springs, CO Micro Area",M2,-106.815845|39.1895400000001,2037.0,80970004042037.0,Block 2037,U,3520.0,U,S,13.0,20.0,8.0,97.0,404.0,8097000404.0,Census Tract 4.04,CO,Pitkin County,Colorado,1989,"ASPEN,CO,81611-0000","81611, ASPEN, COLORADO",-106.815845,39.1895400000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2118160,184.0,17460.0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.71056|41.4832900000001,3013.0,390351036023013.0,Block 3013,U,17668.0,U,S,0.0,0.0,39.0,35.0,103602.0,39035103602.0,Census Tract 1036.02,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44113-0000","44113, CLEVELAND, OHIO",-81.71056,41.4832900000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2118701,400.0,34980.0,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,-86.528346934243|36.344461784667,2007.0,471650212032007.0,Block 2007,U,61273.0,U,S,2.0,23.0,47.0,165.0,21203.0,47165021203.0,Census Tract 212.03,TN,Sumner County,Tennessee,2010,"2054 NASHVILLE PIKE,GALLATIN,TN,37066","2054 NASHVILLE PIKE, GALLATIN, TENNESSEE, 37066",-86.528346934243,36.344461784667,PointAddress,100.0,M,0.0,2024-06-24
EIN-00-2118994,534.0,45660.0,"Tiffin, OH","Tiffin, OH Micro Area",M2,-82.8826|41.0635100000001,1017.0,391479638001017.0,Block 1017,R,,,S,14.0,36.0,39.0,147.0,963800.0,39147963800.0,Census Tract 9638,OH,Seneca County,Ohio,1989,"ATTICA,OH,44807-9801","44807, ATTICA, OHIO",-82.8826,41.0635100000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2119096,338.0,30620.0,"Lima, OH","Lima, OH Metro Area",M1,-84.1086|40.7413500000001,2040.0,390030141002040.0,Block 2040,U,49852.0,U,S,0.0,0.0,39.0,3.0,14100.0,39003014100.0,Census Tract 141,OH,Allen County,Ohio,1989,"LIMA,OH,45802-0000","45802, LIMA, OHIO",-84.1086,40.7413500000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124640,,21780.0,"Evansville, IN-KY","Evansville, IN-KY Metro Area",M1,-87.5674205|37.9746561000001,1030.0,181630018001030.0,Block 1030,U,28333.0,U,S,0.0,0.0,18.0,163.0,1800.0,18163001800.0,Census Tract 18,IN,Vanderburgh County,Indiana,1989,"EVANSVILLE,IN,47701-0000","47701, EVANSVILLE, INDIANA",-87.5674205,37.9746561000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2119279,338.0,30620.0,"Lima, OH","Lima, OH Metro Area",M1,-84.1086|40.7413500000001,2040.0,390030141002040.0,Block 2040,U,49852.0,U,S,0.0,0.0,39.0,3.0,14100.0,39003014100.0,Census Tract 141,OH,Allen County,Ohio,1989,"LIMA,OH,45802-0000","45802, LIMA, OHIO",-84.1086,40.7413500000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2120913,294.0,34620.0,"Muncie, IN","Muncie, IN Metro Area",M1,-85.380111|40.190859,3047.0,180350028003047.0,Block 3047,U,60625.0,U,S,7.0,21.0,18.0,35.0,2800.0,18035002800.0,Census Tract 28,IN,Delaware County,Indiana,1989,"MUNCIE,IN,47305-2613","47305-2613, MUNCIE, INDIANA",-85.380111,40.190859,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2121535,458.0,39980.0,"Richmond, IN","Richmond, IN Micro Area",M2,-84.8904035|39.8281148,2026.0,181770002002026.0,Block 2026,U,74638.0,U,S,6.0,9.0,18.0,177.0,200.0,18177000200.0,Census Tract 2,IN,Wayne County,Indiana,1989,"RICHMOND,IN,47374-0000","47374, RICHMOND, INDIANA",-84.8904035,39.8281148,Postal,100.0,M,0.0,2024-06-24
EIN-00-2121624,515.0,43780.0,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.260851|41.676219,1000.0,181410020001000.0,Block 1000,U,83116.0,U,S,30.0,39.0,18.0,141.0,2000.0,18141002000.0,Census Tract 20,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-1441","46601-1441, SOUTH BEND, INDIANA",-86.260851,41.676219,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2123815,,,,,,-86.7443085|37.910511,1069.0,181239526001069.0,Block 1069,U,86950.0,U,S,0.0,0.0,18.0,123.0,952600.0,18123952600.0,Census Tract 9526,IN,Perry County,Indiana,1989,"CANNELTON,IN,47520-1504","47520-1504, CANNELTON, INDIANA",-86.7443085,37.910511,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124016,,31980.0,"Marion, IN","Marion, IN Micro Area",M2,-85.6586385|40.5792,2024.0,180530101002024.0,Block 2024,U,54577.0,U,S,0.0,0.0,18.0,53.0,10100.0,18053010100.0,Census Tract 101,IN,Grant County,Indiana,1989,"MARION,IN,46952-0597","46952-0597, MARION, INDIANA",-85.6586385,40.5792,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124543,294.0,34620.0,"Muncie, IN","Muncie, IN Metro Area",M1,-85.3873515|40.191147,1043.0,180350028001043.0,Block 1043,U,60625.0,U,S,18.0,31.0,18.0,35.0,2800.0,18035002800.0,Census Tract 28,IN,Delaware County,Indiana,1989,"MUNCIE,IN,47305-2818","47305-2818, MUNCIE, INDIANA",-85.3873515,40.191147,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124565,258.0,23060.0,"Fort Wayne, IN","Fort Wayne, IN Metro Area",M1,-85.138641|41.079366,2006.0,180030013002006.0,Block 2006,U,31087.0,U,S,5.0,8.0,18.0,3.0,1300.0,18003001300.0,Census Tract 13,IN,Allen County,Indiana,1989,"FT WAYNE,IN,46802-2405","46802-2405, FORT WAYNE, INDIANA",-85.138641,41.079366,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2124573,,45460.0,"Terre Haute, IN","Terre Haute, IN Metro Area",M1,-87.41301|39.4665000000001,1040.0,181670111021040.0,Block 1040,U,87139.0,U,S,0.0,0.0,18.0,167.0,11102.0,18167011102.0,Census Tract 111.02,IN,Vigo County,Indiana,1989,"TERRE HAUTE,IN,47808-0000","47808, TERRE HAUTE, INDIANA",-87.41301,39.4665000000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124575,,45460.0,"Terre Haute, IN","Terre Haute, IN Metro Area",M1,-87.41301|39.4665000000001,1040.0,181670111021040.0,Block 1040,U,87139.0,U,S,0.0,0.0,18.0,167.0,11102.0,18167011102.0,Census Tract 111.02,IN,Vigo County,Indiana,1989,"TERRE HAUTE,IN,47808-0000","47808, TERRE HAUTE, INDIANA",-87.41301,39.4665000000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124590,458.0,39980.0,"Richmond, IN","Richmond, IN Micro Area",M2,-84.8904035|39.8281148,2026.0,181770002002026.0,Block 2026,U,74638.0,U,S,6.0,9.0,18.0,177.0,200.0,18177000200.0,Census Tract 2,IN,Wayne County,Indiana,1989,"RICHMOND,IN,47374-0000","47374, RICHMOND, INDIANA",-84.8904035,39.8281148,Postal,100.0,M,0.0,2024-06-24
EIN-00-2124597,515.0,43780.0,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.255745|41.67501,1037.0,181410017001037.0,Block 1037,U,83116.0,U,S,17.0,22.0,18.0,141.0,1700.0,18141001700.0,Census Tract 17,IN,St. Joseph County,Indiana,1989,"SOUTH BEND,IN,46601-0000","46601, SOUTH BEND, INDIANA",-86.255745,41.67501,Postal,100.0,M,0.0,2024-06-24
EIN-00-2131331,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-88.108215|41.866655,1040.0,170438425001040.0,Block 1040,U,16264.0,U,S,0.0,0.0,17.0,43.0,842500.0,17043842500.0,Census Tract 8425,IL,DuPage County,Illinois,1989,"WHEATON,IL,60187-0000","60187, WHEATON, ILLINOIS",-88.108215,41.866655,Postal,100.0,M,0.0,2024-06-24
