EIN2,CENSUS_CSA_FIPS,CENSUS_CBSA_FIPS,CENSUS_CBSA_NAME,CENSUS_CBSA_LEGAL_NAME,CENSUS_CBSA_LEGAL_CODE,geometry,CENSUS_BLOCK_CODE,CENSUS_BLOCK_FIPS,CENSUS_BLOCK_NAME,CENSUS_URBAN_AREA,CENSUS_URBAN_AREA_CODE,CENSUS_URBAN_AREA_TYPE,CENSUS_FUNCTIONAL_STATUS,CENSUS_BLOCK_HOUSING_UNIT_COUNT,CENSUS_BLOCK_POPULATION_COUNT,CENSUS_STATE_FIPS,CENSUS_COUNTY_FIPS,CENSUS_TRACT_CODE,CENSUS_TRACT_FIPS,CENSUS_TRACT_NAME,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,ORG_FISCAL_YEAR,ORG_ADDR_FULL,ORG_ADDR_MATCH,LONGITUDE,LATITUDE,ADDR_TYPE,GEOCODER_SCORE,GEOCODER_MATCH,METADATA_VERSION,METADATA_RELEASE_DATE
EIN-00-2071180,548.0,47900.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",M1,-77.0403285|38.904156,1002.0,110010107001002.0,Block 1002,U,92242.0,U,S,1.0,5.0,11.0,1.0,10700.0,11001010700.0,Census Tract 107,DC,District of Columbia,District of Columbia,1989,"WASHINGTON,DC,20036-4101","20036-4101, WASHINGTON, DISTRICT OF COLUMBIA",-77.0403285,38.904156,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2071378,273.0,24940.0,"Greenwood, SC","Greenwood, SC Micro Area",M2,-82.1573|34.186765,3019.0,450479705003019.0,Block 3019,U,35596.0,U,S,38.0,64.0,45.0,47.0,970500.0,45047970500.0,Census Tract 9705,SC,Greenwood County,South Carolina,1989,"GREENWOOD,SC,29646-0000","29646, GREENWOOD, SOUTH CAROLINA",-82.1573,34.186765,Postal,100.0,M,0.0,2024-06-24
EIN-00-2072265,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.142288|40.994082,4004.0,340030340024004.0,Block 4004,U,63217.0,U,S,23.0,63.0,34.0,3.0,34002.0,34003034002.0,Census Tract 340.02,NJ,Bergen County,New Jersey,1989,"MIDLAND PARK,NJ,07432-0058","07432-0058, MIDLAND PARK, NEW JERSEY",-74.142288,40.994082,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2072533,184.0,17460.0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.66903|41.5104050000001,1002.0,390351083011002.0,Block 1002,U,17668.0,U,S,41.0,75.0,39.0,35.0,108301.0,39035108301.0,Census Tract 1083.01,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44114-0000","44114, CLEVELAND, OHIO",-81.66903,41.5104050000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2072642,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9511595|40.792671,3001.0,360610168003001.0,Block 3001,U,63217.0,U,S,190.0,408.0,36.0,61.0,16800.0,36061016800.0,Census Tract 168,NY,New York County,New York,1989,"NEW YORK,NY,10029-4437","10029-4437, NEW YORK, NEW YORK",-73.9511595,40.792671,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2072757,515.0,43780.0,"South Bend-Mishawaka, IN-MI","South Bend-Mishawaka, IN-MI Metro Area",M1,-86.1672027205844|41.7286563837218,2010.0,181410114032010.0,Block 2010,U,83116.0,U,S,27.0,62.0,18.0,141.0,11403.0,18141011403.0,Census Tract 114.03,IN,St. Joseph County,Indiana,2010,"15462 STATE ROAD 23,GRANGER,IN,46530","15462 STATE ROAD 23, GRANGER, INDIANA, 46530",-86.1672027205844,41.7286563837218,PointAddress,100.0,M,0.0,2024-06-24
EIN-00-2073220,206.0,19100.0,"Dallas-Fort Worth-Arlington, TX","Dallas-Fort Worth-Arlington, TX Metro Area",M1,-97.33599|32.75098,3004.0,484391233013004.0,Block 3004,U,22042.0,U,S,0.0,0.0,48.0,439.0,123301.0,48439123301.0,Census Tract 1233.01,TX,Tarrant County,Texas,1989,"FORT WORTH,TX,76102-0000","76102, FORT WORTH, TEXAS",-97.33599,32.75098,Postal,100.0,M,0.0,2024-06-24
EIN-00-2073328,472.0,46020.0,"Truckee-Grass Valley, CA","Truckee-Grass Valley, CA Micro Area",M2,-121.0407705|39.213423,3000.0,60570006023000.0,Block 3000,U,34597.0,U,S,240.0,628.0,6.0,57.0,602.0,6057000602.0,Census Tract 6.02,CA,Nevada County,California,1989,"GRASS VALLEY,CA,95945-0303","95945-0303, GRASS VALLEY, CALIFORNIA",-121.0407705,39.213423,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2073370,408.0,14860.0,"Bridgeport-Stamford-Norwalk, CT","Bridgeport-Stamford-Norwalk, CT Metro Area",M1,-73.494891|41.152617,1007.0,90010351011007.0,Block 1007,U,10162.0,U,S,142.0,286.0,9.0,190.0,35101.0,9190035101.0,Census Tract 351.01,CT,Western Connecticut Planning Region,Connecticut,1989,"NEW CANAAN,CT,06840-0215","06840-0215, NEW CANAAN, CONNECTICUT",-73.494891,41.152617,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2073400,,,,,,-85.20984|40.3740450000001,3011.0,180759633003011.0,Block 3011,R,,,S,4.0,15.0,18.0,75.0,963300.0,18075963300.0,Census Tract 9633,IN,Jay County,Indiana,2006,"DUNKIRK,IN,47336","47336, DUNKIRK, INDIANA",-85.20984,40.3740450000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2073726,429.0,38060.0,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ Metro Area",M1,-112.1225715|33.494877,1004.0,40131169001004.0,Block 1004,U,69184.0,U,S,0.0,0.0,4.0,13.0,116900.0,4013116900.0,Census Tract 1169,AZ,Maricopa County,Arizona,1989,"PHOENIX,AZ,85017-4168","85017-4168, PHOENIX, ARIZONA",-112.1225715,33.494877,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2073735,147.0,14260.0,"Boise City, ID","Boise City, ID Metro Area",M1,-116.3109015|43.652358,1009.0,160010024191009.0,Block 1009,U,8785.0,U,S,222.0,524.0,16.0,1.0,2419.0,16001002419.0,Census Tract 24.19,ID,Ada County,Idaho,1989,"BOISE,ID,83704-1922","83704-1922, BOISE, IDAHO",-116.3109015,43.652358,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2073741,216.0,19740.0,"Denver-Aurora-Lakewood, CO","Denver-Aurora-Lakewood, CO Metro Area",M1,-104.961785870823|39.6789781948467,2010.0,80310030032010.0,Block 2010,U,23527.0,U,S,4.0,37.0,8.0,31.0,3003.0,8031003003.0,Census Tract 30.03,CO,Denver County,Colorado,2009,"2060 S GAYLORD ST,DENVER,CO,80210","2060 S GAYLORD ST, DENVER, COLORADO, 80210",-104.961785870823,39.6789781948467,PointAddress,100.0,M,0.0,2024-06-24
EIN-00-2073834,122.0,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.3801797|33.9200939,2003.0,131210102202003.0,Block2003,U,3817.0,,S,244.0,277.0,13.0,121.0,10220.0,13121010220.0,Census Tract 102.20,GA,Fulton County,Georgia,1989,"ATLANTA,GA,30328-0000","30328, ATLANTA, GEORGIA",-84.3801797,33.9200939,Postal,100.0,M,0.0,2024-06-24
EIN-00-2074047,172.0,16740.0,"Charlotte-Concord-Gastonia, NC-SC","Charlotte-Concord-Gastonia, NC-SC Metro Area",M1,-80.822088|35.204364,3014.0,371190024003014.0,Block 3014,U,15670.0,U,S,21.0,56.0,37.0,119.0,2400.0,37119002400.0,Census Tract 24,NC,Mecklenburg County,North Carolina,1989,"CHARLOTTE,NC,28207-1510","28207-1510, CHARLOTTE, NORTH CAROLINA",-80.822088,35.204364,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2074239,,,,,,-88.484365|33.9887850000001,2037.0,280959503002037.0,Block 2037,U,2143.0,U,S,0.0,0.0,28.0,95.0,950300.0,28095950300.0,Census Tract 9503,MS,Monroe County,Mississippi,1989,"AMORY,MS,38821-0000","38821, AMORY, MISSISSIPPI",-88.484365,33.9887850000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2074286,,41500.0,"Salinas, CA","Salinas, CA Metro Area",M1,-121.89634|36.5969950000001,2034.0,60530127002034.0,Block 2034,U,80362.0,U,S,1.0,23.0,6.0,53.0,12700.0,6053012700.0,Census Tract 127,CA,Monterey County,California,1989,"MONTEREY,CA,93940-4698","93940, MONTEREY, CALIFORNIA",-121.89634,36.5969950000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2075012,174.0,16860.0,"Chattanooga, TN-GA","Chattanooga, TN-GA Metro Area",M1,-85.8335653|35.2364942,1052.0,471150503021052.0,Block 1052,R,,,S,6.0,5.0,47.0,115.0,50302.0,47115050302.0,Census Tract 503.02,TN,Marion County,Tennessee,1989,"MONTEAGLE,TN,37356-0000","37356, MONTEAGLE, TENNESSEE",-85.8335653,35.2364942,Postal,100.0,M,0.0,2024-06-24
EIN-00-2075170,,33500.0,"Minot, ND","Minot, ND Micro Area",M2,-101.2955873|48.2288952000001,3011.0,381010101003011.0,Block 3011,U,57655.0,U,S,0.0,0.0,38.0,101.0,10100.0,38101010100.0,Census Tract 101,ND,Ward County,North Dakota,1989,"MINOT,ND,58701-0000","58701, MINOT, NORTH DAKOTA",-101.2955873,48.2288952000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2075425,272.0,24780.0,"Greenville, NC","Greenville, NC Metro Area",M1,-77.3966115|35.611983,2006.0,371470006052006.0,Block 2006,U,35380.0,U,S,1.0,13.0,37.0,147.0,605.0,37147000605.0,Census Tract 6.05,NC,Pitt County,North Carolina,1989,"GREENVILLE,NC,27834-2803","27834-2803, GREENVILLE, NORTH CAROLINA",-77.3966115,35.611983,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2075511,378.0,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-92.84805|45.053163,3005.0,271630706043005.0,Block 3005,U,85006.0,U,S,216.0,481.0,27.0,163.0,70604.0,27163070604.0,Census Tract 706.04,MN,Washington County,Minnesota,1989,"STILLWATER,MN,55082-5202","55082-5202, STILLWATER, MINNESOTA",-92.84805,45.053163,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2075581,184.0,10420.0,"Akron, OH","Akron, OH Metro Area",M1,-81.538965|41.08842,3019.0,391535066003019.0,Block 3019,U,766.0,U,S,16.0,12.0,39.0,153.0,506600.0,39153506600.0,Census Tract 5066,OH,Summit County,Ohio,1989,"AKRON,OH,44302-0000","44302, AKRON, OHIO",-81.538965,41.08842,Postal,100.0,M,0.0,2024-06-24
EIN-00-2076189,428.0,37980.0,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,-75.821409|39.984444,2031.0,420293055002031.0,Block 2031,U,69076.0,U,S,48.0,92.0,42.0,29.0,305500.0,42029305500.0,Census Tract 3055,PA,Chester County,Pennsylvania,1989,"COATESVILLE,PA,19320-0050","19320-0050, COATESVILLE, PENNSYLVANIA",-75.821409,39.984444,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2076231,,45220.0,"Tallahassee, FL","Tallahassee, FL Metro Area",M1,-84.2375385|30.479229,1010.0,120730017021010.0,Block 1010,U,86464.0,U,S,4.0,8.0,12.0,73.0,1702.0,12073001702.0,Census Tract 17.02,FL,Leon County,Florida,1989,"TALLAHASSEE,FL,32308-4348","32308-4348, TALLAHASSEE, FLORIDA",-84.2375385,30.479229,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2076305,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9901385|40.720689,1001.0,360610036011001.0,Block 1001,U,63217.0,U,S,239.0,501.0,36.0,61.0,3601.0,36061003601.0,Census Tract 36.01,NY,New York County,New York,1989,"NEW YORK,NY,10002-2115","10002-2115, NEW YORK, NEW YORK",-73.9901385,40.720689,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2070925,122.0,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.3943995|33.744303,3016.0,131210120003016.0,Block3016,U,3817.0,,S,0.0,0.0,13.0,121.0,12000.0,13121012000.0,Census Tract 120,GA,Fulton County,Georgia,1989,"ATLANTA,GA,30302-4655","30302-4655, ATLANTA, GEORGIA",-84.3943995,33.744303,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2070566,426.0,37860.0,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area",M1,-87.343175|30.464145,1005.0,120330033051005.0,Block 1005,U,68482.0,U,S,0.0,0.0,12.0,33.0,3305.0,12033003305.0,Census Tract 33.05,FL,Escambia County,Florida,1989,"PENSACOLA,FL,32509-0000","32509, PENSACOLA, FLORIDA",-87.343175,30.464145,Postal,100.0,M,0.0,2024-06-24
EIN-00-2066768,,32300.0,"Martinsville, VA","Martinsville, VA Micro Area",M2,-79.9353215|36.7542209000001,2020.0,510890113002020.0,Block 2020,U,55252.0,U,S,30.0,56.0,51.0,89.0,11300.0,51089011300.0,Census Tract 113,VA,Henry County,Virginia,1989,"BASSETT,VA,24055-0000","24055, BASSETT, VIRGINIA",-79.9353215,36.7542209000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2070523,,25860.0,"Hickory-Lenoir-Morganton, NC","Hickory-Lenoir-Morganton, NC Metro Area",M1,-81.5370338|35.9117808,4018.0,370270301004018.0,Block 4018,U,38647.0,U,S,6.0,15.0,37.0,27.0,30100.0,37027030100.0,Census Tract 301,NC,Caldwell County,North Carolina,2004,"LENOIR,NC,28645","28645, LENOIR, NORTH CAROLINA",-81.5370338,35.9117808,Postal,100.0,M,0.0,2024-06-24
EIN-00-2066893,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.9704105|40.759056,2001.0,360610100002001.0,Block 2001,U,63217.0,U,S,267.0,368.0,36.0,61.0,10000.0,36061010000.0,Census Tract 100,NY,New York County,New York,1989,"NEW YORK,NY,10022-4599","10022-4599, NEW YORK, NEW YORK",-73.9704105,40.759056,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2067171,548.0,20660.0,"Easton, MD","Easton, MD Micro Area",M2,-76.223855|38.7840900000001,4012.0,240419607004012.0,Block 4012,R,,,S,32.0,53.0,24.0,41.0,960700.0,24041960700.0,Census Tract 9607,MD,Talbot County,Maryland,1989,"ST MICHAELS,MD,21663-0636","21663, SAINT MICHAELS, MARYLAND",-76.223855,38.7840900000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2067174,148.0,14460.0,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-70.8024105|42.066288,2003.0,250235082002003.0,Block 2003,U,9271.0,U,S,156.0,339.0,25.0,23.0,508200.0,25023508200.0,Census Tract 5082,MA,Plymouth County,Massachusetts,1989,"PEMBROKE,MA,02359-0602","02359-0602, PEMBROKE, MASSACHUSETTS",-70.8024105,42.066288,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2067244,288.0,26420.0,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,-95.462795|29.6642150000001,1005.0,482014204001005.0,Block 1005,U,40429.0,U,S,9.0,25.0,48.0,201.0,420400.0,48201420400.0,Census Tract 4204,TX,Harris County,Texas,1989,"HOUSTON,TX,77035-0000","77035, HOUSTON, TEXAS",-95.462795,29.6642150000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2067255,122.0,12060.0,"Atlanta-Sandy Springs-Alpharetta, GA","Atlanta-Sandy Springs-Alpharetta, GA Metro Area",M1,-84.381395|33.7864900000001,2009.0,131210004002009.0,Block2009,U,3817.0,,S,614.0,842.0,13.0,121.0,1101.0,13121001101.0,Census Tract 11.01,GA,Fulton County,Georgia,1989,"ATLANTA,GA,30361-6403","30361, ATLANTA, GEORGIA",-84.381395,33.7864900000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2067445,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.986642|40.754799,1009.0,360610113001009.0,Block 1009,U,63217.0,U,S,1.0,2.0,36.0,61.0,11300.0,36061011300.0,Census Tract 113,NY,New York County,New York,1989,"NEW YORK,NY,10018-2201","10018-2201, NEW YORK, NEW YORK",-73.986642,40.754799,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2067472,340.0,30780.0,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,-92.276855|34.7459650000001,1046.0,51190044001046.0,Block 1046,U,50392.0,U,S,0.0,0.0,5.0,119.0,4400.0,5119004400.0,Census Tract 44,AR,Pulaski County,Arkansas,1989,"LITTLE ROCK,AR,72201-0000","72201, LITTLE ROCK, ARKANSAS",-92.276855,34.7459650000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2067499,378.0,33460.0,"Minneapolis-St. Paul-Bloomington, MN-WI","Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",M1,-93.6039015|44.967789,1048.0,270530272041048.0,Block 1048,U,57628.0,U,S,7.0,27.0,27.0,53.0,27204.0,27053027204.0,Census Tract 272.04,MN,Hennepin County,Minnesota,1989,"LONG LAKE,MN,55356-9775","55356-9775, LONG LAKE, MINNESOTA",-93.6039015,44.967789,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2067632,184.0,17460.0,"Cleveland-Elyria, OH","Cleveland-Elyria, OH Metro Area",M1,-81.66903|41.5104050000001,1002.0,390351083011002.0,Block 1002,U,17668.0,U,S,41.0,75.0,39.0,35.0,108301.0,39035108301.0,Census Tract 1083.01,OH,Cuyahoga County,Ohio,1989,"CLEVELAND,OH,44114-0000","44114, CLEVELAND, OHIO",-81.66903,41.5104050000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2067946,416.0,36420.0,"Oklahoma City, OK","Oklahoma City, OK Metro Area",M1,-97.51859|35.47304,5007.0,401091032005007.0,Block 5007,U,65080.0,U,S,0.0,10.0,40.0,109.0,103200.0,40109103200.0,Census Tract 1032,OK,Oklahoma County,Oklahoma,1989,"OKLAHOMA CITY,OK,73101-0000","73101, OKLAHOMA CITY, OKLAHOMA",-97.51859,35.47304,Postal,100.0,M,0.0,2024-06-24
EIN-00-2068121,500.0,42660.0,"Seattle-Tacoma-Bellevue, WA","Seattle-Tacoma-Bellevue, WA Metro Area",M1,-122.319115|47.6613200000001,3005.0,530330052013005.0,Block 3005,U,80389.0,U,S,160.0,247.0,53.0,33.0,5201.0,53033005201.0,Census Tract 52.01,WA,King County,Washington,1989,"SEATTLE,WA,98105-0000","98105, SEATTLE, WASHINGTON",-122.319115,47.6613200000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2068142,,,,,,-92.8197|43.279596,3033.0,191315603003033.0,Block 3033,R,,,S,8.0,26.0,19.0,131.0,560300.0,19131560300.0,Census Tract 5603,IA,Mitchell County,Iowa,1989,"OSAGE,IA,50461-1024","50461-1024, OSAGE, IOWA",-92.8197,43.279596,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2068272,176.0,16980.0,"Chicago-Naperville-Elgin, IL-IN-WI","Chicago-Naperville-Elgin, IL-IN-WI Metro Area",M1,-87.5932695|41.807934,1001.0,170313906001001.0,Block 1001,U,16264.0,U,S,25.0,89.0,17.0,31.0,390600.0,17031390600.0,Census Tract 3906,IL,Cook County,Illinois,1989,"CHICAGO,IL,60615-2499","60615-2499, CHICAGO, ILLINOIS",-87.5932695,41.807934,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2068308,348.0,31080.0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,-118.33128|34.109937,2001.0,60371896002001.0,Block 2001,U,51445.0,U,S,133.0,225.0,6.0,37.0,189600.0,6037189600.0,Census Tract 1896,CA,Los Angeles County,California,1989,"LOS ANGELES,CA,90068-2708","90068-2708, LOS ANGELES, CALIFORNIA",-118.33128,34.109937,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2068310,198.0,18140.0,"Columbus, OH","Columbus, OH Metro Area",M1,-82.968138|39.971259,2002.0,390490028002002.0,Block 2002,U,19234.0,U,S,34.0,53.0,39.0,49.0,2800.0,39049002800.0,Census Tract 28,OH,Franklin County,Ohio,1989,"COLUMBUS,OH,43203-0288","43203-0288, COLUMBUS, OHIO",-82.968138,39.971259,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2068517,288.0,26420.0,"Houston-The Woodlands-Sugar Land, TX","Houston-The Woodlands-Sugar Land, TX Metro Area",M1,-95.361678|29.757717,2048.0,482011000012048.0,Block 2048,U,40429.0,U,S,1.0,12.0,48.0,201.0,100001.0,48201100001.0,Census Tract 1000.01,TX,Harris County,Texas,1989,"HOUSTON,TX,77052-2891","77052-2891, HOUSTON, TEXAS",-95.361678,29.757717,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2068581,148.0,14460.0,"Boston-Cambridge-Newton, MA-NH","Boston-Cambridge-Newton, MA-NH Metro Area",M1,-71.056602|42.356556,2020.0,250250701042020.0,Block 2020,U,9271.0,U,S,0.0,0.0,25.0,25.0,70104.0,25025070104.0,Census Tract 701.04,MA,Suffolk County,Massachusetts,1989,"BOSTON,MA,02110-2506","02110-2506, BOSTON, MASSACHUSETTS",-71.056602,42.356556,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2069056,,12260.0,"Augusta-Richmond County, GA-SC","Augusta-Richmond County, GA-SC Metro Area",M1,-81.967925|33.4702500000001,2000.0,132450007002000.0,Block2000,U,4222.0,,S,0.0,0.0,13.0,245.0,700.0,13245000700.0,Census Tract 7,GA,Richmond County,Georgia,1989,"AUGUSTA,GA,30903-0000","30903, AUGUSTA, GEORGIA",-81.967925,33.4702500000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2069364,,,,,,-78.67149|38.64617,1015.0,511710408001015.0,Block 1015,R,,,S,142.0,296.0,51.0,171.0,40800.0,51171040800.0,Census Tract 408,VA,Shenandoah County,Virginia,1989,"NEW MARKET,VA,22844-0000","22844, NEW MARKET, VIRGINIA",-78.67149,38.64617,Postal,100.0,M,0.0,2024-06-24
EIN-00-2069533,370.0,33100.0,"Miami-Fort Lauderdale-Pompano Beach, FL","Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",M1,-80.190645|25.7659850000001,1000.0,120860067211000.0,Block 1000,U,56602.0,U,S,1819.0,2620.0,12.0,86.0,6721.0,12086006721.0,Census Tract 67.21,FL,Miami-Dade County,Florida,1989,"MIAMI,FL,33131-1559","33131, MIAMI, FLORIDA",-80.190645,25.7659850000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2069831,536.0,46060.0,"Tucson, AZ","Tucson, AZ Metro Area",M1,-110.9783115|32.273424,3003.0,40190026043003.0,Block 3003,U,88732.0,U,S,338.0,631.0,4.0,19.0,2604.0,4019002604.0,Census Tract 26.04,AZ,Pima County,Arizona,1989,"TUCSON,AZ,85703-0526","85703-0526, TUCSON, ARIZONA",-110.9783115,32.273424,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2069977,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.969011|40.85613,3000.0,340030191043000.0,Block 3000,U,63217.0,U,S,600.0,967.0,34.0,3.0,19104.0,34003019104.0,Census Tract 191.04,NJ,Bergen County,New Jersey,1989,"FORT LEE,NJ,07024-5802","07024-5802, FORT LEE, NEW JERSEY",-73.969011,40.85613,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2070262,365.0,32580.0,"McAllen-Edinburg-Mission, TX","McAllen-Edinburg-Mission, TX Metro Area",M1,-98.322785|26.2124850000001,2019.0,482150204032019.0,Block 2019,U,52390.0,U,S,12.0,17.0,48.0,215.0,20403.0,48215020403.0,Census Tract 204.03,TX,Hidalgo County,Texas,1989,"MISSION,TX,78572-0873","78572, MISSION, TEXAS",-98.322785,26.2124850000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2070278,348.0,31080.0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,-118.5041205|34.052076,1013.0,60372624001013.0,Block 1013,U,51445.0,U,S,22.0,62.0,6.0,37.0,262400.0,6037262400.0,Census Tract 2624,CA,Los Angeles County,California,1989,"PACIFIC PALISADES,CA,90272-4019","90272-4019, PACIFIC PALISADES, CALIFORNIA",-118.5041205,34.052076,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2070314,340.0,30780.0,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR Metro Area",M1,-92.276855|34.7459650000001,1046.0,51190044001046.0,Block 1046,U,50392.0,U,S,0.0,0.0,5.0,119.0,4400.0,5119004400.0,Census Tract 44,AR,Pulaski County,Arkansas,1989,"LITTLE ROCK,AR,72201-0000","72201, LITTLE ROCK, ARKANSAS",-92.276855,34.7459650000001,Postal,100.0,M,0.0,2024-06-24
EIN-00-2050958,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-74.4529355217169|40.610384025135,2012.0,340350519002012.0,Block 2012,U,63217.0,U,S,28.0,90.0,34.0,35.0,51900.0,34035051900.0,Census Tract 519,NJ,Somerset County,New Jersey,2000,"N PLAINFIELD,NJ,7063","07063, NORTH PLAINFIELD, NEW JERSEY",-74.4529355217169,40.610384025135,PostalLoc,100.0,M,0.0,2024-06-24
EIN-00-2055511,,30380.0,"Lewistown, PA","Lewistown, PA Micro Area",M2,-77.569119|40.608792,1012.0,420879607001012.0,Block 1012,U,49393.0,U,S,41.0,84.0,42.0,87.0,960700.0,42087960700.0,Census Tract 9607,PA,Mifflin County,Pennsylvania,1989,"LEWISTOWN,PA,17044-1423","17044-1423, LEWISTOWN, PENNSYLVANIA",-77.569119,40.608792,PostalExt,100.0,M,0.0,2024-06-24
EIN-00-2035550,408.0,35620.0,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,-73.987495|40.76615,3001.0,360610139003001.0,Block 3001,U,63217.0,U,S,565.0,806.0,36.0,61.0,13900.0,36061013900.0,Census Tract 139,NY,New York County,New York,1989,"NEW YORK,NY,10019-0000","10019, NEW YORK, NEW YORK",-73.987495,40.76615,Postal,100.0,M,0.0,2024-06-24
EIN-00-2045637,348.0,31080.0,"Los Angeles-Long Beach-Anaheim, CA","Los Angeles-Long Beach-Anaheim, CA Metro Area",M1,-118.3835385|34.060068,2003.0,60372164022003.0,Block 2003,U,51445.0,U,S,46.0,94.0,6.0,37.0,216402.0,6037216402.0,Census Tract 2164.02,CA,Los Angeles County,California,1989,"LOS ANGELES,CA,90035-1602","90035-1602, LOS ANGELES, CALIFORNIA",-118.3835385,34.060068,PostalExt,100.0,M,0.0,2024-06-24
